loan_amount,loan_tenure_months,ltv,valuation_diff_pct,num_prev_mortgages,ownership_match_score,ocr_confidence,encumbrance_flag,credit_score,income,isFraud
1516207,101,51.23,13.36,0,0.89,0.79,0,611,156019,0
678688,68,71.0,-34.25,1,0.58,0.81,1,781,227152,1
4326156,41,85.99,7.88,0,0.82,0.83,1,843,100550,0
2574653,20,65.18,4.82,0,0.44,0.87,0,604,95331,0
3302209,37,77.78,-4.07,1,0.87,0.63,1,568,178704,0
4327995,13,82.32,-17.32,2,0.36,0.85,0,713,165424,0
4688645,73,62.88,14.93,3,0.49,0.97,0,324,38653,0
632726,14,52.2,12.26,0,0.88,0.78,0,615,213187,0
4052255,57,54.49,-14.43,0,0.82,0.64,0,870,112294,0
3917242,79,84.58,-26.1,1,0.65,0.63,1,575,58755,1
339968,36,56.63,-23.65,3,0.77,0.71,0,688,119296,0
388963,62,81.31,-26.78,3,0.43,0.9,0,743,113354,0
2692536,24,77.48,-7.52,0,0.77,0.7,0,726,86988,0
3075635,114,52.08,12.11,1,0.31,0.93,0,356,52921,1
3401017,55,52.33,6.42,2,0.88,0.93,0,865,205075,0
619165,46,85.57,7.73,3,0.66,0.78,0,667,226948,0
4514084,66,93.97,-13.1,2,0.96,0.72,0,641,61668,0
3540866,98,77.33,-20.65,1,0.63,0.84,1,603,70175,0
3978363,20,63.22,5.44,2,0.6,0.92,0,673,193810,0
3343484,13,53.28,7.6,1,0.62,0.63,0,411,68452,1
3124243,72,89.38,1.72,0,0.55,0.98,0,305,214395,1
1127557,52,70.67,-38.07,2,0.42,0.86,0,578,61149,0
2096170,55,78.63,-4.62,0,0.89,0.76,0,681,30839,0
3988577,75,98.53,-19.18,0,0.57,0.8,0,312,17155,1
1306123,42,55.91,-28.23,1,0.67,0.75,0,602,153091,0
1716596,119,55.15,1.66,2,0.31,0.77,0,855,69512,0
1885559,58,81.88,-23.89,3,0.34,0.84,0,459,207762,0
408449,13,86.86,14.77,2,0.72,0.62,1,453,101150,0
3947125,107,87.37,-22.12,3,0.92,0.67,0,480,141041,1
633634,93,68.31,-6.69,0,0.65,0.69,0,825,41190,0
4032747,88,80.22,9.67,0,0.42,0.76,0,479,25928,0
290237,80,66.17,-15.87,1,0.38,0.75,0,676,63425,1
956047,69,72.21,9.72,3,0.93,0.89,0,467,89134,1
4723636,117,82.58,3.42,2,0.79,0.7,1,513,124875,0
4515677,55,57.1,15.25,1,0.98,0.62,0,449,232189,1
1506368,85,86.93,-20.45,1,0.36,0.62,0,315,139264,1
945474,67,55.59,-33.7,1,0.93,0.6,0,390,195046,0
4665537,54,64.04,-14.18,2,0.89,0.62,0,419,125191,0
1324744,100,54.58,7.15,1,0.93,0.94,1,552,193868,0
4962894,45,99.53,-12.97,2,0.3,0.88,0,359,194815,1
3447769,112,57.17,-24.28,1,0.82,1.0,0,565,225527,0
2231018,41,95.1,-38.34,3,0.68,0.61,1,708,118716,1
3351128,82,51.28,-21.22,0,0.7,0.94,0,330,216107,1
4729375,81,58.73,2.8,3,0.63,0.88,0,320,183749,0
3589429,66,75.75,-31.14,3,0.82,0.86,0,892,71321,0
2608426,78,75.77,-19.55,1,1.0,0.74,0,588,128782,0
2631086,24,53.72,-38.79,3,0.8,0.75,0,842,124398,0
394746,14,52.55,3.31,3,0.77,0.94,0,797,73973,0
4452892,37,52.87,12.84,3,0.76,0.89,1,773,67414,0
1802159,68,55.29,-5.89,1,0.79,0.87,0,704,171674,0
3857985,35,54.97,-38.45,2,0.54,0.61,0,847,44692,0
3902177,64,63.58,-26.94,0,0.52,0.67,1,431,120958,1
2103426,81,97.25,-13.69,0,0.85,0.99,0,623,63750,0
3451463,54,92.02,-4.75,2,0.34,0.78,0,431,167832,0
223950,71,60.62,-10.22,2,0.83,0.91,0,820,83456,0
4623942,69,71.37,14.95,3,0.87,0.76,1,329,39085,0
4894821,60,63.8,16.32,0,0.67,0.91,0,600,210036,0
1253224,53,81.23,-33.57,2,0.94,0.65,1,303,37925,1
4332851,87,60.63,-31.7,3,0.63,0.62,0,624,20615,0
2750235,111,80.46,-18.52,0,0.42,0.79,0,808,52083,0
4840039,77,68.46,-14.73,1,0.55,0.84,0,536,125764,0
1840534,22,67.63,-4.84,1,0.93,0.73,0,834,214391,0
3991839,114,84.91,6.39,0,1.0,0.89,0,315,24605,0
1404766,109,53.3,-31.85,0,0.6,0.8,1,833,126093,0
2403554,101,65.54,8.16,1,0.42,0.97,0,883,59608,1
3498147,29,53.57,-3.4,1,0.5,0.63,0,745,143788,1
4120120,96,79.21,18.85,0,0.69,0.63,0,802,34192,0
3046862,111,85.3,-0.93,3,0.7,0.96,0,529,149403,0
2776517,115,98.23,2.97,2,0.74,0.87,0,406,66330,1
4407086,63,91.42,-28.29,2,0.88,0.87,0,688,243464,1
727220,57,87.15,6.13,0,0.8,0.61,0,562,64949,1
543316,55,92.69,-35.24,2,0.48,0.98,0,862,83382,0
3617741,33,52.72,-0.61,1,0.58,0.91,0,364,114233,1
3556653,64,52.32,-36.67,1,0.89,0.91,0,564,183658,0
575595,70,51.62,-33.09,2,0.74,0.96,0,637,67243,0
1565744,105,51.02,-33.53,0,0.42,0.83,0,600,115566,0
1988806,118,67.03,-36.85,1,0.53,0.76,0,677,73618,0
3344424,41,65.36,-20.73,3,0.85,0.79,0,474,224383,1
2248091,19,88.43,19.66,3,0.42,0.91,0,451,153621,0
4061676,109,87.95,-19.11,1,0.78,0.91,0,775,133168,0
1860462,68,56.41,5.65,1,0.69,0.84,0,565,67494,0
2338673,84,53.89,-32.06,2,0.4,0.69,0,628,234045,0
1723154,31,56.03,-12.73,0,0.78,0.93,0,462,38958,0
4158848,115,54.51,-28.89,2,0.4,0.86,0,737,235851,0
3580826,36,78.33,-28.47,0,0.58,0.69,0,642,122960,0
909178,30,68.21,-34.02,3,0.52,0.79,0,666,240592,0
4877402,16,68.53,-14.08,3,0.78,1.0,0,764,117478,0
4770817,86,50.12,-35.47,0,0.85,0.73,0,498,183610,1
2662605,90,51.3,14.59,2,0.42,0.65,1,799,20833,0
821037,83,62.56,-13.13,1,0.87,0.61,0,315,169458,0
3332244,94,87.88,10.31,0,0.31,0.67,0,595,246421,1
2899250,98,79.45,18.77,2,0.67,0.67,0,810,114341,0
1121469,38,73.33,0.67,3,0.66,0.94,0,538,217850,0
2481306,51,53.38,14.09,1,0.74,0.66,1,880,109240,0
2992371,107,85.42,-31.88,3,0.47,0.95,0,600,122955,1
1912336,37,81.98,9.8,0,0.31,0.63,0,305,170904,1
4433848,38,74.11,-23.73,3,0.62,0.96,0,519,223929,0
563001,73,51.9,-11.64,3,0.35,0.7,0,752,185002,0
3280246,94,66.5,-1.21,0,0.92,0.84,0,732,178479,0
2251061,61,60.72,14.21,1,0.42,0.66,0,685,19073,0
4050511,53,72.09,14.66,0,0.6,0.76,0,594,32667,0
2922136,40,84.14,-34.47,2,0.6,0.63,0,417,162107,1
615693,50,81.78,-18.13,0,0.69,0.83,1,704,21732,0
2736722,71,55.47,7.59,0,0.85,0.74,0,893,70097,0
339017,52,52.81,2.19,1,0.63,0.94,0,865,18487,0
514994,44,66.98,-38.42,2,0.32,0.67,0,311,246560,1
1041768,94,73.69,-13.01,3,0.84,0.71,0,508,72702,0
1940083,112,55.31,9.76,3,0.36,0.67,0,464,109961,1
1176941,94,59.77,4.26,3,0.75,0.83,0,593,100107,0
565982,108,96.07,-15.29,3,0.86,0.64,0,818,175147,1
2638568,27,74.03,4.11,1,0.5,0.68,0,377,122721,1
373146,34,59.45,-6.93,2,0.61,0.87,0,733,86031,0
1264795,18,63.55,14.76,1,0.31,0.63,0,876,99217,0
1489330,37,50.55,-4.77,0,0.86,0.9,0,376,29781,0
2777747,107,53.59,-15.96,2,0.79,0.64,0,347,54865,0
2509381,23,94.36,11.78,2,0.46,0.83,0,381,23469,1
4852820,83,57.95,-37.01,3,0.57,1.0,0,508,60167,1
3670599,16,74.83,14.03,3,0.79,0.67,0,744,227810,0
3043295,117,59.45,1.78,3,0.55,0.7,0,895,34928,0
3383616,103,61.83,16.44,3,0.41,0.96,0,821,222593,0
177175,80,66.53,-24.97,0,0.66,0.85,0,328,54599,0
2785747,60,53.97,1.7,3,0.81,0.8,0,603,162847,0
2178808,37,58.52,8.57,1,0.52,0.83,0,764,81504,0
1457453,16,52.92,2.13,2,0.39,0.72,0,801,221990,0
3111786,33,78.03,-27.38,0,0.88,0.94,0,745,85687,1
195028,90,74.18,-23.46,0,0.48,0.9,1,789,172876,0
1658242,24,61.65,-6.0,2,0.66,0.86,0,727,124122,0
4785754,39,50.85,-13.19,2,0.78,0.97,0,858,178331,0
4419453,44,72.91,4.11,2,0.52,0.83,0,658,101284,1
263834,118,96.87,-17.28,0,0.75,0.8,1,390,100227,1
2467555,34,69.16,11.57,1,0.62,0.99,0,352,112556,1
1329787,108,64.77,-14.08,1,0.7,0.68,0,888,58560,0
3112359,118,55.53,-37.6,2,0.71,0.66,0,503,42256,1
1425569,29,57.85,-38.96,0,0.88,0.66,0,855,21125,0
1516828,41,50.9,-1.2,3,0.76,1.0,0,455,19370,1
2514165,37,56.1,-7.57,0,0.49,0.86,0,301,19838,0
3308823,27,77.0,-7.44,2,0.34,0.72,0,656,129479,0
3725654,88,60.92,7.4,0,0.3,0.7,0,868,72429,0
385711,50,59.8,-17.46,0,0.93,0.62,1,357,149206,1
1223389,44,50.05,19.73,0,0.96,0.65,0,553,58199,1
675919,37,87.82,16.73,3,0.37,0.96,0,479,92092,1
3431106,59,83.94,-39.22,2,0.64,0.9,0,792,139925,0
952746,76,86.54,13.74,2,0.41,0.98,0,334,179894,1
522381,49,62.93,0.83,2,0.96,0.77,0,374,239585,0
1076433,13,88.08,-9.87,1,0.47,0.84,0,588,35113,1
4754548,17,60.39,-5.04,1,0.65,0.79,0,670,209666,0
2771252,57,55.44,10.51,2,0.42,0.95,0,886,111102,0
1620943,61,69.79,17.06,0,0.53,1.0,0,628,17669,0
501067,49,64.07,-6.38,0,0.49,0.97,0,889,195499,0
560796,117,52.28,-29.12,2,0.63,0.84,1,603,227689,1
1104001,99,63.71,-1.61,3,0.59,0.62,0,878,159010,1
412023,29,82.74,-35.43,3,0.53,0.85,0,520,151789,1
3305599,38,74.45,-1.89,0,0.37,0.64,0,463,92818,0
4786166,52,65.37,8.52,0,0.64,0.66,0,779,193731,0
3277902,83,86.59,-18.8,1,0.9,0.68,0,754,210647,1
855111,103,62.01,-35.73,3,0.81,0.75,0,674,94737,1
2420715,85,50.02,1.53,0,0.8,0.84,0,519,162361,0
2334805,28,60.51,-19.64,0,0.56,0.73,0,553,39406,1
4404459,73,72.86,-25.05,2,0.8,0.78,0,487,242894,1
1999054,40,75.09,1.35,1,0.63,0.62,0,490,27873,1
3557550,69,51.77,18.18,3,0.41,0.85,0,688,140812,0
1650184,81,53.43,4.72,3,0.59,0.86,0,514,97048,0
4274482,89,67.92,-10.52,1,0.39,0.64,0,674,240535,0
3373523,33,73.89,-3.97,0,0.38,0.91,0,385,38461,1
188668,17,58.46,-31.46,3,0.32,0.86,0,773,166782,1
2934837,37,76.07,8.79,3,0.5,0.8,0,830,231560,0
3719348,50,89.33,-3.74,3,0.53,0.82,0,346,28448,1
2024914,23,76.33,17.95,2,0.79,0.8,0,364,30198,1
4110162,110,69.72,18.77,1,0.68,0.62,1,774,88158,1
4847395,25,79.66,-18.72,3,0.9,0.89,0,445,214010,0
2870742,33,82.18,19.31,1,0.42,0.8,0,681,196871,1
2870374,62,99.39,17.41,0,0.49,0.67,0,365,247932,0
3682299,34,61.32,-1.61,1,0.96,0.87,0,816,240075,0
3145915,59,61.94,-19.99,2,0.61,0.88,0,392,181033,1
370914,82,84.17,5.2,2,0.85,0.69,0,725,189079,0
4209803,115,51.45,-23.73,1,0.64,0.92,0,767,80470,0
462455,61,70.94,-2.21,2,0.63,0.78,0,393,198328,0
4574017,100,97.52,-38.53,3,0.4,0.67,0,432,35739,1
1134586,24,81.98,-2.29,2,0.9,0.86,1,733,99054,1
1846688,96,59.1,17.1,0,0.35,0.84,0,640,73186,0
3200581,116,83.22,-25.89,1,0.52,0.67,0,613,41547,1
2761637,21,94.88,6.69,1,0.77,0.95,1,890,109472,1
3772277,66,61.82,-22.39,0,0.66,0.94,0,511,100823,0
2184504,20,65.86,2.47,0,0.92,0.93,0,819,121887,0
4257137,90,56.78,2.0,0,0.33,0.76,0,458,197503,0
2354736,63,56.41,-28.92,0,0.75,0.93,0,567,171548,0
3121372,13,51.02,-4.17,3,0.63,0.94,0,773,224483,0
2488229,36,94.61,11.55,2,0.41,1.0,1,709,25686,1
3221881,24,96.25,-17.05,2,0.82,0.98,0,773,163608,0
4954042,109,50.32,2.62,3,0.59,0.75,1,655,49062,1
2571378,62,60.8,0.47,0,0.67,0.68,0,492,63216,1
3930121,69,58.3,-24.55,1,0.98,0.72,0,570,171113,0
3662944,45,91.2,15.12,1,0.64,0.8,0,413,46653,1
1453324,46,93.47,-6.19,1,0.88,0.92,0,822,36673,0
3472455,113,86.19,-18.68,0,0.84,0.89,1,354,156439,1
4368173,14,70.07,-30.14,3,0.76,0.92,0,364,34629,1
969807,117,90.08,-11.59,3,0.93,0.75,0,571,135756,0
4496720,70,69.14,3.81,3,0.48,0.7,0,801,126641,0
4170028,81,64.04,-2.58,2,0.87,0.61,0,661,234708,0
2764496,59,99.97,3.62,2,0.56,0.85,0,445,218262,0
2972176,75,89.75,7.51,2,0.87,0.92,0,508,40063,0
1469277,30,72.72,-13.54,2,0.65,0.96,0,585,34322,0
849971,78,94.94,-8.79,1,0.9,0.79,0,309,230618,0
2693659,93,88.22,19.19,1,0.93,0.97,0,485,27693,0
4266233,114,81.18,18.08,3,0.72,0.68,0,873,155313,0
4560276,84,69.95,-15.11,2,0.66,0.81,0,896,175850,0
4175837,87,58.31,1.11,3,0.85,0.69,0,763,117379,1
1442057,16,88.29,-23.94,0,0.49,0.68,0,433,27651,1
2333706,78,57.54,-30.84,2,0.31,0.98,0,470,172038,1
585757,22,53.91,6.1,2,0.58,0.93,0,512,24275,0
2154376,105,60.55,-13.83,3,0.66,0.6,0,829,60606,0
2379176,79,95.81,-29.38,3,0.51,0.71,0,801,16658,0
1285111,80,69.41,5.53,0,0.57,0.68,0,871,240571,1
2492919,12,60.24,14.91,3,0.39,0.66,0,899,87468,1
1600948,102,50.54,16.0,2,0.49,0.88,0,326,160320,0
4207834,103,51.23,-4.22,1,0.47,0.83,0,367,170509,0
2508630,74,71.65,-11.22,0,0.51,0.78,0,707,185799,1
1694918,40,61.88,-31.49,0,0.51,0.68,0,851,164273,0
4768170,93,52.89,7.57,2,0.69,0.71,0,408,56150,0
2802994,23,54.61,16.72,1,0.48,0.74,1,373,235963,0
2804716,88,67.59,13.37,3,0.96,0.91,0,877,29999,0
292512,52,79.29,5.11,3,0.66,1.0,0,561,21376,0
3814379,13,87.94,-39.73,1,0.39,0.67,0,667,66673,1
4485724,48,67.21,-15.53,1,0.5,0.74,0,536,18476,0
1649420,56,58.04,-15.36,2,0.81,0.71,0,665,84902,0
2175915,91,50.77,13.66,3,0.31,0.62,0,585,106269,1
3448924,59,53.71,-36.06,2,0.96,0.69,1,677,224066,0
3445647,35,83.04,-8.13,3,0.61,0.96,0,675,208950,0
4000379,110,58.15,-31.83,3,0.66,0.94,0,375,113331,0
3904409,33,77.57,-0.26,1,0.99,0.67,0,308,166687,0
3064932,111,59.4,7.54,2,0.65,0.75,0,495,26164,1
747341,22,60.03,-1.48,1,0.96,0.72,0,589,54316,0
1620982,69,78.59,7.68,2,0.94,0.66,0,360,214632,0
3429693,57,81.01,-3.55,3,0.96,0.85,0,688,175631,0
4098422,40,90.58,-28.61,0,0.87,0.82,0,862,77968,0
1301838,46,95.19,-17.04,0,0.51,0.77,0,863,212872,1
2264563,26,53.81,17.41,2,0.54,0.94,0,307,155119,0
4579825,71,95.25,-22.71,2,0.56,0.85,0,668,191057,1
3685681,106,91.85,-36.23,1,0.99,0.7,0,344,218195,1
4508285,53,80.72,-16.91,3,0.55,0.75,0,643,152649,0
2484291,116,52.98,-18.02,0,0.38,0.66,0,674,229243,1
2195588,54,75.02,-11.78,1,0.84,0.84,0,326,149942,0
2755982,91,83.91,-6.38,2,0.56,0.83,0,492,49094,1
4304955,85,58.29,19.55,3,0.73,0.95,0,656,70329,0
3344967,60,75.81,5.37,1,0.95,0.94,1,361,155289,0
3085696,75,75.0,-37.85,1,0.7,0.93,0,361,98138,0
537625,43,57.51,2.76,2,0.75,0.82,0,721,81141,0
3401106,75,79.89,9.45,3,0.75,0.86,0,850,168415,0
1472070,13,52.72,13.74,0,0.73,0.91,0,679,143307,0
2530721,35,64.04,-14.56,1,0.41,0.64,0,576,196894,1
2693726,98,65.03,-21.18,2,0.62,0.72,0,730,159075,0
4118280,77,79.07,10.36,1,0.31,0.67,0,414,205610,0
2642017,49,54.49,6.66,2,0.74,0.8,0,420,178161,0
4550252,42,63.58,-7.84,2,0.7,0.94,0,824,199667,0
1670057,115,86.54,-32.93,2,0.52,0.69,0,715,98197,1
961069,37,82.9,-0.89,3,0.67,0.89,1,462,97318,0
956626,40,68.11,-36.06,0,0.65,0.76,0,636,176101,0
2261352,78,56.19,-33.98,3,0.48,0.96,0,678,94023,1
206022,89,51.57,-20.13,0,0.51,0.85,0,623,197396,0
2899131,36,60.11,-17.73,2,0.83,0.99,0,472,66962,1
3307796,59,66.39,-12.28,0,0.83,0.7,0,363,128037,0
570529,76,79.95,-19.65,3,0.63,0.97,1,400,185114,0
3083516,64,59.78,-37.97,1,0.8,0.74,0,621,102601,0
261445,78,50.45,-30.56,3,0.62,0.85,0,365,222452,0
3934242,101,67.74,-33.09,3,0.9,0.67,0,856,99859,0
3382831,29,86.05,-14.13,3,0.53,0.9,1,898,105933,1
4518909,20,90.63,-27.27,3,0.95,0.99,0,757,60957,1
784029,49,78.79,-22.39,3,0.68,0.91,0,878,97864,0
610370,98,63.72,-11.71,0,0.67,0.85,1,752,141358,0
1852374,32,51.37,-25.87,0,0.77,0.78,0,558,58739,0
4515276,76,76.97,-25.24,1,0.54,0.74,0,725,53733,0
4099694,32,76.61,9.99,3,0.81,0.77,0,477,60389,0
3408505,38,67.51,-7.11,3,0.52,0.73,0,579,175787,0
308944,117,52.12,11.41,1,0.58,0.93,0,643,185188,0
2925494,81,70.47,-9.13,1,0.77,0.96,1,316,71922,0
1461303,55,81.75,14.56,2,0.56,0.98,1,595,202323,1
4301765,111,85.97,-24.72,1,0.44,0.77,0,501,207866,0
2994100,39,68.63,-3.0,1,0.91,0.82,0,493,32580,0
4766805,56,55.53,-9.81,1,0.95,0.83,1,448,130900,0
1297162,28,77.44,15.12,2,0.74,0.86,0,674,146895,0
1146161,51,66.11,-14.89,0,0.87,0.6,0,334,238080,1
4788482,14,62.38,11.29,2,0.99,0.94,0,668,22084,0
1879685,87,68.94,-6.17,0,0.73,0.71,0,328,92991,0
1997501,114,83.91,2.51,1,0.94,0.79,0,520,156679,0
4854619,87,52.04,13.21,2,0.55,0.94,0,352,97455,1
773218,77,63.88,19.81,2,0.79,1.0,0,652,127540,0
3985250,57,57.83,3.87,0,0.34,0.92,0,691,231002,0
703291,97,61.12,-21.13,2,0.85,0.61,0,375,129540,1
2761198,98,50.05,-22.06,2,0.88,0.75,0,793,222427,0
2279431,41,68.67,-21.45,3,0.58,0.7,0,821,158041,1
4309738,80,70.18,-34.13,0,0.75,0.99,0,416,209131,0
819407,20,73.52,-36.78,2,0.9,0.71,0,579,32333,0
2638143,96,73.44,-5.15,2,0.92,0.98,0,474,223308,0
437913,22,78.38,8.64,1,0.37,0.98,0,594,142182,0
4015770,80,50.49,-37.83,3,0.88,0.94,0,750,243400,1
428821,110,53.45,-6.0,3,0.49,0.64,0,817,244919,0
2280707,102,75.95,-17.69,1,0.81,0.6,0,320,51668,1
1801243,77,76.61,13.55,1,0.53,0.92,1,372,26945,1
3987008,99,90.62,-31.28,1,0.34,0.94,0,335,117528,1
1912375,42,53.28,-6.19,1,0.45,0.98,0,806,61526,0
3727447,44,72.9,18.26,3,0.59,0.69,1,532,62717,1
3715652,50,63.59,-19.3,2,0.82,0.89,0,796,205498,0
168803,105,52.62,4.51,2,0.37,0.81,0,505,247242,1
907744,57,71.02,12.95,1,0.87,0.73,0,725,230238,0
848736,48,55.34,-28.83,0,1.0,0.84,0,343,105480,0
799539,103,69.92,19.55,1,0.85,0.82,0,390,234968,0
345404,71,58.79,8.56,2,0.63,0.72,0,769,224421,0
117297,42,69.87,-31.75,0,0.7,0.71,0,766,150673,0
888443,22,71.8,-21.35,1,0.3,0.79,0,753,27930,0
3755074,98,50.23,-2.5,0,0.45,0.79,0,894,19333,0
3365962,13,62.02,13.1,1,0.93,0.72,0,632,217007,0
4862606,115,73.13,-28.31,3,0.32,0.71,0,806,135384,1
3126394,116,79.5,3.87,2,0.93,0.98,0,769,32839,0
1327146,38,96.18,-23.76,1,0.38,0.94,0,320,66337,1
2980304,110,58.6,8.32,0,0.39,0.93,0,527,186276,0
1433572,13,72.88,1.01,2,0.42,0.69,1,675,35195,1
4805907,114,54.91,-8.63,1,0.86,0.68,0,429,173920,0
715863,112,73.32,-1.01,1,0.63,0.92,0,713,104229,0
4801669,32,72.82,12.59,1,0.4,0.67,1,370,128251,0
3865056,69,56.21,-16.81,1,0.78,0.8,0,703,127265,0
3425315,16,67.14,6.16,3,0.96,0.69,0,861,186926,1
928791,63,53.05,-30.47,2,0.7,0.75,1,696,116986,0
3920887,56,62.89,2.07,3,0.37,0.94,0,636,65998,0
2946274,96,80.6,5.04,2,0.34,0.96,0,804,213462,0
4939498,104,63.76,-13.42,1,0.86,1.0,1,575,46558,0
4495564,31,99.6,7.62,2,0.74,0.98,0,312,17985,1
476794,72,76.2,-6.57,0,0.95,0.87,0,302,76794,0
3978450,49,82.78,16.18,2,0.68,0.77,0,523,58585,0
3133349,31,60.45,-33.25,0,0.34,0.62,1,474,230886,1
1621466,36,88.03,-32.15,0,0.58,0.84,0,684,55264,1
2580252,13,77.51,10.55,3,0.76,0.68,0,540,179398,1
882877,43,75.11,10.54,2,0.57,0.94,0,846,99816,0
3985180,37,99.67,-11.73,1,1.0,0.82,0,313,205333,1
3710793,81,95.53,17.84,2,0.58,0.89,0,494,49022,0
3399973,52,76.27,0.76,3,0.68,0.87,0,696,161739,0
3180977,78,81.81,18.97,0,0.46,0.74,0,730,33065,0
2399899,108,89.53,-8.06,0,0.41,0.9,0,605,129382,0
2072424,12,86.64,-27.9,3,0.75,0.94,0,633,143145,0
1436092,62,54.48,-13.34,3,0.71,0.9,0,709,102191,0
950350,16,59.41,18.83,2,0.3,0.91,0,302,156078,1
3579027,24,67.38,-17.78,0,0.5,0.74,0,851,86819,0
3305228,30,52.39,17.42,3,0.75,0.98,0,751,122158,0
267647,23,97.13,7.82,2,0.87,0.77,0,794,191148,0
2433679,59,74.35,-13.47,2,0.52,0.96,1,716,214933,1
535477,36,54.84,-7.49,1,0.75,0.94,0,690,242391,0
1783523,68,61.41,-3.55,0,0.49,0.65,0,672,196465,1
4296656,46,50.46,-0.05,2,0.78,0.99,0,351,18143,1
4427308,87,51.43,-35.4,3,0.79,1.0,0,675,247413,1
3060033,105,85.47,16.02,0,0.39,0.84,0,694,72505,1
1681420,16,50.71,-4.18,3,0.77,0.91,0,441,158489,1
886261,109,51.4,15.87,3,0.53,0.97,0,385,177372,0
3594708,33,72.8,-2.09,2,0.42,0.61,0,763,238134,1
2928630,114,50.43,-14.14,2,0.65,0.97,0,345,43896,1
4344402,88,96.54,-5.98,1,0.62,0.85,0,537,249051,0
3179042,68,60.21,9.77,3,0.84,0.93,0,309,65629,0
2862081,58,78.98,-20.43,2,0.36,0.82,1,872,173678,0
226060,65,88.54,17.39,1,0.85,0.81,0,829,54916,0
4424848,14,63.39,-12.04,0,0.37,0.96,0,897,76330,0
2896461,64,76.55,17.37,1,0.45,0.8,0,477,22551,0
3177099,95,59.99,12.85,1,0.66,0.79,0,305,115972,1
2944180,42,64.94,6.06,3,0.62,0.84,0,606,134623,0
2721578,80,71.81,-11.95,0,0.99,0.81,0,847,202494,0
4687878,99,84.62,-4.78,3,0.71,0.78,1,626,128216,0
1772795,115,62.45,10.28,3,0.53,0.67,0,655,82782,1
4193886,44,54.67,-7.36,1,0.93,0.76,0,694,80391,0
2354103,83,62.5,4.29,1,0.52,0.71,0,599,119957,0
3039362,99,62.09,7.44,2,0.49,0.76,0,825,138546,1
662060,61,66.14,-9.21,1,0.65,0.84,0,584,140006,0
1606145,95,72.03,-7.83,2,0.94,0.84,0,629,78411,0
2748202,27,68.61,-28.13,3,0.8,0.7,0,349,88185,0
1292931,87,50.26,-25.32,1,0.77,0.63,1,677,146960,0
4989084,88,57.15,14.3,0,0.81,0.9,0,899,142574,0
971522,117,69.9,10.42,0,0.76,0.81,0,837,203207,0
1642247,50,68.62,-39.39,3,0.83,0.78,0,443,44424,1
4472216,100,66.68,12.16,3,0.43,0.65,0,359,56559,1
2281906,57,60.27,-38.49,1,0.42,0.77,0,374,26075,1
702276,107,68.21,-12.5,2,0.55,0.93,1,302,168771,1
1600134,99,59.31,-35.95,1,0.9,0.83,0,874,194044,0
2704884,58,75.23,18.13,2,0.8,0.64,0,747,24950,1
1805243,55,70.89,18.34,1,0.7,0.73,0,574,151485,0
4374692,20,53.65,-3.35,0,0.31,0.99,0,829,54305,0
4122928,115,75.25,-16.47,0,0.47,0.82,1,891,18569,0
339779,98,50.91,-9.28,2,0.86,0.71,0,514,81778,1
3075605,61,85.29,5.74,1,0.47,0.97,0,784,117633,1
4988639,88,80.54,-26.61,3,0.81,0.73,0,628,45085,1
888140,71,68.32,-13.5,2,0.43,0.89,0,554,222095,1
3658539,107,55.64,4.24,0,0.72,0.66,0,686,229917,0
3846037,26,57.75,-16.28,2,0.74,0.66,0,425,111307,0
2223238,47,85.15,-38.08,1,0.83,0.82,1,883,107174,0
4826276,74,80.86,-9.56,3,0.61,0.7,0,849,51163,0
4688727,80,63.48,4.24,3,0.74,0.62,0,623,64592,1
1718963,97,77.21,18.61,2,0.64,0.97,0,503,233223,0
690381,91,70.31,-37.78,1,0.96,0.62,0,471,203405,0
3032235,52,67.27,-7.6,1,0.67,0.89,0,516,132431,0
3783909,85,62.73,-13.0,3,0.45,0.73,0,544,23039,0
1639600,35,79.93,-25.45,0,0.77,0.97,0,635,154270,0
2327503,93,85.97,-1.73,1,0.68,0.99,0,597,180426,0
4332939,60,71.5,-30.18,3,0.86,0.73,0,481,18824,1
3170771,29,92.42,-22.97,3,0.42,0.84,0,633,65420,1
1243647,18,65.5,6.91,1,0.48,0.91,0,810,104535,0
3711646,15,54.36,-12.38,1,0.95,0.65,1,682,18436,0
1516953,101,89.37,19.62,2,0.95,0.88,0,498,108550,1
2794245,80,89.87,-16.81,0,0.61,0.96,0,631,186929,0
4222186,71,92.57,-12.2,2,0.33,0.67,0,464,31057,1
521280,66,54.12,-21.98,2,0.51,0.94,0,541,16310,0
1009245,27,92.53,-25.82,3,0.47,0.65,0,526,141913,1
441207,110,50.42,15.34,3,0.59,0.83,0,855,221427,0
1330746,101,73.62,4.93,0,0.52,0.74,0,750,225065,0
3389791,93,75.26,-20.0,2,0.88,0.79,0,495,81013,0
692632,40,91.61,2.01,2,0.3,0.72,1,503,75022,1
4137106,34,63.07,17.95,3,0.75,0.7,0,757,154978,0
4855185,25,63.06,-35.56,3,0.76,0.9,0,556,155940,0
4854896,90,66.94,-24.13,1,0.76,0.69,0,828,33546,0
1572178,60,76.28,-27.97,2,0.66,0.76,0,571,113812,0
1262189,44,73.07,12.19,0,0.73,0.71,1,308,87855,1
3970426,36,75.73,-29.25,2,0.87,0.7,0,500,48149,1
